text,user_location,target
#Coronavirus #pandemic is driving a boom in “air button” technologies that allow users to operate devices without p… https://t.co/xCnkrD4eXw,"Ohio, USA",1
"@paulkrugman #COVIDIOTS #COVID19 #COVID #CovidVaccineRace 
This was the real fact. https://t.co/PNejvTOqVa","New York, USA",2
"As COVID-19 numbers rise in the DC region, we're making YOUR safety our priority. ALL consultations are FREE and we… https://t.co/ApUMtn1APy","Maryland, USA and District of ",1
Please @GOPLeader @ThomTillis @CoryGardner @SenatorCollins @SenMcSallyAZ @senatemajldr @LindseyGrahamSC… https://t.co/zAX83fpjsB, USA,1
"Coronavirus EXPLODES with #Gold &amp; #Silver - Breaking ALL TIME RECORDS ACROSS THE GLOBE!

Total Confirmed
16,199,931… https://t.co/ItP3Q6mq0B","Jerusalem, Israel",2
"@HillBeverlyhill @SenTedCruz @DailyCaller &amp; on top of all this ⬆️, if they do go bk 2 wrk 4 that unlivable financia… https://t.co/u7CtNggpzG","Florida, USA",1
"Florida records 9,300 new coronavirus cases, blows past New York https://t.co/kKIbx44ujv 

Stock Alert $GILD FDA Ap… https://t.co/YL3sLMKb68","Jerusalem, Israel",1
@thehill @stevenmnuchin1 you meant to say stay home and avoid catching/spreading #COVID19 right?,"Texas, USA",0
"Trump was right again and the media's attempt to discredit hydroxychloroquin because ""Orange man ALWAYS bad"" cost p… https://t.co/IOhWirT3VO","Pennsylvania, USA",0
"Just a friendly reminder: CDC has acknowleged 35% of #COVID19 patients exhibit long-term symptomatic infection, up… https://t.co/A0wRVgF4BJ","Arizona, USA",1
"@realDonaldTrump Just fix the #COVID19 mess you've made. Use the #Obama notebook, it has everything you need. And i… https://t.co/HNpuyXT4kT","Washington, USA",0
This is your guy. He has failed by his own words. #COVID19 #VoteBlueToSaveAmerica https://t.co/nCeHFSTIuk,"Texas, USA",0
The truth about @JoeBiden and #COVID19 https://t.co/HfdSv9oY8P,"Georgia, USA",1
"If schools are closed for to long, the Parents are going to find a Vaccine before the Scientists.
#COVID19","Arkansas, USA",2
"@TrumpWarRoom @realDonaldTrump @ErinMPerrine The violence you see on TV is #TrumpsAmerica, he's using it to distrac… https://t.co/DBhDoGf7Iz","Washington, USA",0
@washingtonpost @realDonaldTrump; patron saint of #COVID19 https://t.co/C0ZekKnMsW,"New York, USA",2
"What we learned today from @realDonaldTrump :
1) He wants to torpedo the stimulus bill.
2) He thinks the Gestapo ta… https://t.co/2VACEod1pr","Texas, USA",2
"""St. Louis privately warned by White House to take 'aggressive' action in #COVID19 fight."" #coronavirus #COVID19USA… https://t.co/zoW6HJQ0Ge","Bellwether State, USA",0
"US Cities Need Masks and Tests, Mr. President, Not Shock Troops | Common Dreams Views #FascistTrump #COVID19 #COVID… https://t.co/nORyp71PZO","California, USA",1
"I don’t wear my mask just bc some faggy celebrity tells me to. I wear it for the disabled, the ppl struggling with… https://t.co/u7wlsJOgYj","California, USA",0
"This is a @Russia Troll account

Only a Sociopath would speak about injured people with such cavalier disregard

Th… https://t.co/bD1gwWWeFn","New York, USA",0
@renato_mariotti It’s laughable to think @senatemajldr expects us to forget everything the Republicans have done to… https://t.co/pa6ulfw7gc,"Arizona, USA",0
"Missouri reports 15 new #COVID19 deaths, adds 1,000-plus cases for sixth straight day. Health officials call for 'a… https://t.co/YYqCba5bpJ","Bellwether State, USA",1
@neeratanden @realDonaldTrump; patron saint of #COVID19 https://t.co/bjbwUlmFe8,"New York, USA",2
"#😷 It may be a failure to act promptly, but let's not make it a habit. Wear your mask. #COVID19 https://t.co/K0Xop9BlY2","Hawaii, USA",0
"Trying to find sleep... anyone seen mines? 

#UPDATE #Awake #work #COVID19 #BlackBusinessMatters #blm #protest… https://t.co/dzeXAv64aX","New Jersey, USA",2
The bridge to 2021. #COVID19 #blackandwhitephotography #bridges #2020SoFar #inspirational #humor https://t.co/LOUr8Qz4F8,"New Jersey, USA",2
@ATLairport For what POSSIBLE reason are masks not mandated in your airport?! GA is welcome to their own pandemic c… https://t.co/le05dO4dth,"Arizona, USA",1
Just added a new #COVID19 gene set library to the disease category of #Enrichr https://t.co/UnJv8V4xEq. The library… https://t.co/2GxEt99wz8,"New York, NY USA",2
"🇺🇸 #WakeUpAmerica 👇
Day 190 of the #Trumpdemic 
#USA Death Toll 149,849
#DonaldDeath #Covid19 
#MassMurder… https://t.co/OYpqKwDYgB","Nevada, USA",0
I would have been on my way to Ohio sometime this week but nope! Fuck #COVID19 😢 https://t.co/trWy4zIo9s,"Colorado, USA",1
"🇺🇸 #WakeUpAmerica 👇
Day 190 of the #Trumpdemic 
#USA Death Toll 149,849
#DonaldDeath #Covid19 
#MassMurder… https://t.co/hWvpyRNzVq","Nevada, USA",0
@LindseyGrahamSC @realDonaldTrump @senatemajldr @SenSchumer @GOPLeader @SpeakerPelosi let US trained international… https://t.co/u6G0SxRjkU,"California, USA",2
"#COVID19 is real. It’s not a conspiracy to steal your rights.
#WearAMask #WearADamnMask https://t.co/dtbKDV4nXW","Minnesota, USA",1
@jaketapper Donald Trump seems to be incapable of tackling a true crisis. He is merely an empty vessel that endless… https://t.co/pYD74HSrYP,"New York, USA",0
@Pink_About_it @LeahR77 Maybe #Covid19 was manufactured as a distraction so @realDonaldTrump can work behind the sc… https://t.co/Wd9p5igRVs,"Oregon, USA",0
I looked back at old tweets. I try to see what’s going on with other people in #Quarantine. Another TN person last… https://t.co/XqORBU7rt9,"Tennessee, USA",2
"What about allowing military, the disabled, or Americans living abroad to vote by mail like they've been allowed to… https://t.co/s0JsB4DW7X","Indiana, USA",1
"@AmidonChris @ashishkjha Interesting IN is not listed as a hit spot, but both NY &amp; ME are requiring 14 day quaranti… https://t.co/qj6SHyn33f","Indiana, USA",1
"Party Over Your Own Child?
How? Just... How?
I can hardly compute this.
This breaks my heart more than anything els… https://t.co/qvRhWDBwYO","Missouri, USA",1
"The key to defending COVID-19 already exists, and we need to start using it. #FTCM #COVIDー19 #FDA… https://t.co/J8SsGaCSLx","Illinois, USA",2
I’ve been alone in a hospital bed several times in my life and I can’t stop thinking about all of the #COVID19 pati… https://t.co/HfigiuQn12,"New Hampshire, USA",0
Ya know what @KimReynoldsIA @IAGovernor Where states REQUIRED #Seatbelts &amp; made use a LAW ppl stopped dying. When s… https://t.co/u36GwsAnmu,"Iowa, USA",0
A good tool to have as we adjust to life with #COVID19 &gt;&gt; Withings Thermo Review: Smart Touchless Thermometer… https://t.co/RPohcvaVjX,"Washington, USA",1
Cont... until she started triggering too fast &amp; they switched her back to the ventilator. The goal now is to get he… https://t.co/E8mUiwlbPy,"Washington, USA",2
I'm not going on a cruise this year because of #COVID19. Normally I don't go on a cruise because I'm poor.,"Wisconsin, USA",0
"2 people in one family dead!

#Covid19 ☠

https://t.co/Bmxm9wGwgF","Bridgeville, PA, USA",0
'Shut it down now:' U.S. health experts call for 2nd coronavirus shutdown https://t.co/zAciLjuaIO via @ABC7NY… https://t.co/vKn57nbVNT,"HATE TRUMP, USA",2
Don’t be Wayne. #COVID19 https://t.co/fRnz2oqiJR,"Maine, USA",2
"chaturbate is now art class.

#thankyouholyspirit #SpeakingOut #Science #COVID19 #kids #findmaryj #fearwomen… https://t.co/lqpBxLvT2q","New Jersey, USA",2
"“#smoking linked to progression of COVID-19.”

1 in 3 Young Adults May Face Severe COVID-19, @UCSF Study Shows.… https://t.co/C5jb3JHNwO","California, USA",0
2020 in a nutshell #COVID19 https://t.co/301Tc3lFCg,"Maine, USA",2
"U.S. economic recovery: U.S. dollar not fairing well. #COVID19 infections not slowing. Gold rose. Oil slid. S&amp;P500,… https://t.co/ahQEJRbSeI",Somewhere USA,0
Gotta keep things in #Perspective  #COVID19 https://t.co/FAg0laD8oJ,"North Carolina, USA",2
This right here!  Pardon the language but perhaps some of y’all have to hear it this day!  #WearAMask #savealife… https://t.co/C0D8lkNrGU,"Texas, USA",1
We are expecting same actions from @GovRonDeSantis since Nov 2016 @SenRickScott Florida voted to move on #Solar and… https://t.co/nJwoT6Rjap,"Florida, USA",2
"July 27, 2020

#LosAngeles #NewYork #Washington #NewOrleans #Italia #China #Spain #Japan #SouthKorea #California… https://t.co/O6s3LZ6zlx", California USA 🇺🇸,2
"Ohio's 24-hour #COVID19 data as of 5:30pm ET 7/26/20, via https://t.co/hSS0bzTTK0:

New tests: 32,609 (+40% vs. 7da… https://t.co/U9zUL0FPQ8",USA,2
@TrumpWarRoom Sorry. But this grandma is already dead due to the #TrumpVirus. Because of #TrumpVirusCatastrophe 145… https://t.co/7COFvGuO1D,"Texas, USA",0
"Imagine having gone into a coma or off the grid in 2016 and just now coming to consciousness. 
#DictatorTrump… https://t.co/9pW97h6vfc","Michigan, USA",2
@KATUNews Sorry but am concerned about “healthcare workers” in large crowds since re high #COVID19 community spread… https://t.co/r9atnsX9Pv,Pacific NW USA,0
"Sadly masks, negative mentions of #CCPChina &amp; differences of opinion on who is to blamed for #COVID19 have become r… https://t.co/50k7LwJvxo",USA,0
"@w_terrence I’m for Joe.   Lucy left. #2020riots #COVID19 #COVID #coronavirus 
#Trump2020VictoryNowMoreThanEver https://t.co/NJv3ykwkvC",USA,2
"Yeah, this short 60 game #MLB season won't last 20-25 games. 

#Phillies lose 2 out of 3 this weekend from the… https://t.co/IkNf21iS2q","Philadelphia, PA USA",0
"How many #Florida citizens did #RonDeSantis incompetence kill?

#COVID2019 #COVID19 #coronavirus #StayAtHome… https://t.co/e05FSM5J6d",USA,0
@helene_wpli @HelenClarkNZ @AdamRogers2030 @UN_SDG @AkwyZ @GoImpact_Today @SpirosMargaris @RobertoValentUN @bsebti… https://t.co/3c9Mz8fD2W,Tweets on #Asia & USA  ,2
Luck? Genetics? Italian island spared from Covid outbreak https://t.co/yluPhuzjoK #covid19,USA - ITALY - SPAIN - AUSTRALIA,1
"#virus Links to CORONAVIRUS MID JULY 2020 #coronavirus #coronavirushotspots #coronavirusoutbreak #covid19 
https://t.co/FszmPsuzHv","Rural Hall, North Carolina, USA",2
"Will Trump ever go to a hospital and visit Americans diagnosed with #COVID19? 

Wait, that’s a #JoeBidenJob. 🇺🇸","New Hampshire, USA",2
"“Ninety-one thousand whose dreams were cut short, plans ended prematurely.” Remembering those whose lives were take… https://t.co/EIenRnxMJs","Bronx, NY, USA",1
The US can expect over 11 million #eviction filings in the next four months. With demand for @LSCtweets legal aid a… https://t.co/WpP0rutyLg,"New York, USA",2
@45Week @gtconway3d @realDonaldTrump I agree totally.  #DerangedDonald is allowing #COVID19 to kill us for his ego.… https://t.co/kKqBriJd0t,"Olympia, Washington USA",0
@thehill #POTUS45 can't musta up the courage to help Americans fight #COVID19 but can send battalions of feds &amp; pol… https://t.co/3YcqcqHZkA,"Brattleboro, VT USA",1
Disappointed in the continued failure of the continued poor leadership #dunleavy administration in Alaska. We got a… https://t.co/Fu2tMoj6zg,"Alaska, USA",0
"@JoeBiden Nice propaganda video, @JoeBiden 
When did you hire Baghdad Bob?  

#100Days
#COVID19

Anybody who votes… https://t.co/cOMdpT8OX8","New Jersey, USA",1
"@realDonaldTrump @CoachMystogan Hahahahah Mr. Game show host, stauppp 😂😂😂 when did you become a comedian?
#HeScared… https://t.co/zUAH5lEmOK","Michigan, USA",1
"Doctors say watching this ""CNN"" every morning may help you effectively empty your bowels. 

#Trending 
#CNN
#coronavirus 
#COVID19","South Dakota, USA",1
You'd be ~ 1/4 of the way towards filling up a **THIRD** Raymond James Stadium in Tampa Bay w/ all of the Americans… https://t.co/W8HAgASpxL,"Colorado, USA",2
About 3 full Yankee Stadiums of Americans have died from #COVID19 https://t.co/DzbFLFwgTo,"Colorado, USA",0
Yale professor Dr Harvey Risch writes in Newsweek that politics must be cast aside and #Hydroxychloroquine together… https://t.co/5cfn9hlUIV,metro USA,2
"""Mosquito"" exemplifies where we ALL are now, during #COVID19, doesn't it? Just MAJOR respect for you, the #NYT repo… https://t.co/OA03eE4Wpp","Arizona, USA",1
"Anyone in a long distance relationship with an alien? 👽💚👽

https://t.co/lURvIKVAz0

#ufo #ufos #UFOs #alien #aliens… https://t.co/InY3S9RBbw","Pennsylvania, USA",2
"@realDonaldTrump, @SenateGOP, @DNC, @SpeakerPelosi, let me clarify this for the @GOP just so they understand. Regar… https://t.co/QoFW6fxbqi","Louisiana, USA",2
"Democrats: try to learn cause and effect logic.

@RMConservative @AnnCoulter @AndrewCMcCarthy @ShannonJoyRadio… https://t.co/vmqGsfEt1o","New York City Metro Area, USA",2
Cov-19 Hugs.  It’s been at least 4 months since I’ve hugged my parents. Well no more... #covid19 #hugs  #parents… https://t.co/cvbbXcgrZF,"California, USA",1
@GerryCallahan And instead gave a big FU 🖕🏻 to #COVID19 prevention.,USA,0
"This photo was taken the last time I was at a party, a week before #COVID19 &amp; lockdown went into effect. I miss soc… https://t.co/TRVaUQQjM5","New Jersey, USA",1
"This is true. So, wouldn’t it be nice if our federal and state leadership decided they wanted to, oh I don’t know,… https://t.co/I31crc3eSG","Texas, USA",1
"Jon Hoadley is already going after Trump to hold him accountable for small businesses failing due to #COVID19 

He’… https://t.co/hsAhizKdV2","Resistance Town, USA",0
@RgSoletzky Haven’t had a problem ordering groceries online. They will put them anywhere you ask. My instructions a… https://t.co/haX7ajGtzN,"Louisiana, USA",0
"2020 is an 
“I said what I said kind of year” !! 💯 

#COVID19 #Quarantine #pandemic #HANA","Texas, USA",2
@WLBT Better question: are you comfortable treating yourself for #COVID19 at home due to your decision not to wear a mask.,"Mississippi, USA",1
"This is not that hard to figure out-just unpopular. Too many selfish, entitled folks around. #COVID19… https://t.co/JbkZVU5JeX","Indiana, USA",1
Defend it OR leave it! #BLM #100Days #COVID19 https://t.co/1Xms0RzUiU,"Ohio, USA",0
@kcur Oluwatoyin Akinmoladun needs to go home. #WallofMoms is ridiculous. If they were good Moms they would be keep… https://t.co/qtK1ljXibe,"New York, USA",1
@charlesjaco1 good thing he didnt order assisted living facilities to take in #COVID19 positive people like the governors in NY IL NJ PA MI,"Missouri, USA",1
And here I thought we couldn't reuse #COVID19 masks... https://t.co/5UnYD4xyMG,Cohutta Wilderness Georgia USA,2
"A global pandemic, a reckoning on race, and an economic crisis with a presidential election thrown in the middle...… https://t.co/DFxYLXTry9","Kentucky, USA",0
"Solve the riddle to fix 2020. If you’re going down a river at 2mph in a canoe and your wheel falls off,  how much p… https://t.co/vA4z0cHbgV","Ohio, USA",1
"@thehill I don’t think he knows that PEOPLE ARE HOME BECAUSE OF THE POOR HANDLING OF #COVID19 ???
Trump’s administration are so stupid ! 🙄","Georgia USA , Montreal Canada ",0
#COVID19 I wear a mask for you and for me. https://t.co/Zsf2sJR7Sw,"New Jersey, USA",2
#Sunday posing like #Covid19 is not laughing at all my #2020 plans #lol #weekend #hm #hmxme #blue #embroidery… https://t.co/NbaZz3vbAV,"California, USA",0
